lineid,buslinenum,bustype,startpoint,endpoint,companyid,headway,firsttime,endtime,headwaypeak,headwaynorm,headwayholi
5290510000,부산진구10,마을버스,부산백병원,개금삼거리,대명교통,16~17,07:00,18:20,4,7,4
5290510100,부산진구10-1,마을버스,동남여객,구덕대림아파트,대명,26,06:00,22:04,,,
5290511000,부산진구11,마을버스,이마트연제점,부전시장,주식회사 한국교통,15,06:00,22:30,20,20,25
5290512000,부산진구12,마을버스,부산여대,서면역,㈜범우교통,8~9,06:00,23:20,25,25,25
5290512100,부산진구12-1,마을버스,부산여대,서면역,㈜범우교통,,,,11,11,11
5290513000,부산진구13,마을버스,청구화인아파트,부전시장,세성교통,8,05:57,22:50,11,10,10
5290515000,부산진구15,마을버스,원당골(대우아파트),롯데호텔백화점.서면역,한창,10,06:00,22:00,,,
5290517000,부산진구17,마을버스,초읍대진아파트,동래지하철역,미성,15,06:00,23:20,13,15,13
5290502000,부산진구2,마을버스,부전역,대산아파트,범우,5,06:00,23:06,8,5,5
5290506000,부산진구6,마을버스,동의대본관,가야1치안센터,(주)대도운수,10,07:00,23:00,6,6,6
5290506100,부산진구6-1,마을버스,동의대본관,동의대역,(주)대도운수,5,07:00,23:00,5,5,6
5290507000,부산진구7,마을버스,동의과학대학교,양정역,주식회사 한국교통,15,07:00,17:00,20,20,25
5290508000,부산진구8,마을버스,동의의료원,양정역,주식회사 한국교통,15,06:00,21:30,25,25,25
5290509000,부산진구9,마을버스,동의대본관,신주례LG아파트,(주)대도운수,8,06:00,22:50,10,10,13
5290801100,북구1-1,마을버스,만덕고등학교,덕천교차로,태진버스(주),0,05:30,23:20,7,7,7
5290802000,북구2,마을버스,구포시장,만덕동일아파트,삼진교통㈜,12,06:00,23:00,17,22,22
5290803000,북구3,마을버스,금곡동,구포시장,"국제여객㈜,삼진마을버스㈜",0,05:30,22:55,6,6,6
5290806000,북구6,마을버스,북구청,부산과학기술대학교,태진버스(주),7,05:50,23:05,7,7,7
5290807000,북구7,마을버스,화명유림아파트,구포시장,삼진운수써비스(주),5,06:00,22:55,6,6,6
5290808000,북구8,마을버스,만덕한신아파트,만덕역,삼진교통㈜,0,06:00,23:00,21,21,21
5290808100,북구8-1,마을버스,구포시장,그린코아아파트,삼진교통㈜,0,06:00,23:00,30,30,30
5290808200,북구8-2,마을버스,만덕역,그린코아아파트,삼진교통㈜,,06:00,23:00,15,15,15
5290809000,북구9,마을버스,만덕고등학교,만덕역,삼진교통㈜,13,06:00,23:00,12,12,12
5291501100,사상구1-1,마을버스,괘법르네시떼역.르네시떼,모라벽산아파트,신라,10,06:00,22:50,12,15,15
5291502000,사상구2,마을버스,주례역,주례여자고등학교,성우,10,06:28,23:10,12,15,15-25
5291502100,사상구2-1,마을버스,주례역,주례청구아파트,성우,25,06:20,23:05,15,15,30
5291502200,사상구2-2,마을버스,주례역,신주례LG아파트,성우,10,06:35,23:00,15,20,20
5291503000,사상구3,마을버스,현대무지개아파트,주례벽산아파트,동주,8,06:00,23:30,10,10,15
5291503100,사상구3-1,마을버스,현대무지개아파트,동양아파트,㈜동주교통,,06:00,22:15,30,30,30
5291505000,사상구5,마을버스,동서대학교,냉정역,동서,10,06:30,22:10,10,10,12
5291505100,사상구5-1,마을버스,냉정역,동서대학교,동서,10,06:30,22:10,8,8,10
5291505200,사상구5-2,마을버스,주례사거리,냉정역,동서,30,06:30,22:10,25,25,25
5291506000,사상구6,마을버스,좋은삼선병원,부경대용당캠퍼스,태영,7,05:00,21:40,10,12,13
5291507000,사상구7,마을버스,괘법르네시떼역.르네시떼,모라주공아파트,하나,12,06:10,21:33,13,13,18
5291508100,사상구8-1,마을버스,개금현대.반도보라아파트,개금삼거리.개금골목시장,(주)태영교통,,06:00,21:40,16,16,16
5291001000,사하구1,마을버스,괴정초등학교,감천문화마을.부산교육역사관,우성,10,06:10,23:30,10,10,10
5291001100,사하구1-1,마을버스,정원사 참누리아파트,서구청,"삼경여객㈜,우성버스(주)",7,06:10,23:30,,,
5291010000,사하구10,마을버스,하단역,동아대학교승학캠퍼스,㈜동아버스,10,07:00,23:00,10,10,15
5291014000,사하구14,마을버스,구평방파제,까치고개,대호,15,05:30,22:40,,,
5291015000,사하구15,마을버스,다대롯데캐슬몰운대A,괴정초등학교,동진써비스㈜,12,05:20,23:00,12,13,20
5291002000,사하구2,마을버스,동원베네스트아파트,사하역,당리,20,06:20,23:20,25,20,25
5291002100,사하구2-1,마을버스,동원베네스트아파트,당리역,당리,13,06:35,23:20,17,13,13
5291002200,사하구2-2,마을버스,괴정역,괴정자유3차아파트,당리,25,10:00,23:15,25,25,25
5291003000,사하구3,마을버스,구평자유아파트,천우슈퍼,신라,15,06:00,22:30,20,15,20
5291003100,사하구3-1,마을버스,다대롯데캐슬몰운대A,신평역,(주)하나교통,,06:30,23:00,,,
5291003200,사하구3-2,마을버스,경동메르빌아파트,협성르네상스아파트,(주)신라교통,,06:20,21:00,20,22,20
5291005000,사하구5,마을버스,다대롯데캐슬몰운대A,괴정초등학교,(주)하나교통,17,05:40,22:40,20,20,20
5291006000,사하구6,마을버스,다대코오롱아파트,신평역,동원교통(주),12,05:10,22:53,,,
5291008000,사하구8,마을버스,다대코오롱아파트,괴정초등학교,동원교통(주),18,05:05,22:50,,,
5291009000,사하구9,마을버스,장림동원로얄듀크아파트,신평한신아파트,구덕,10,06:10,23:00,20,10,10
5290201000,서구1,마을버스,구덕꽃마을,동대신역,구덕교통(주),10,06:00,22:50,10,10,10
5290202000,서구2,마을버스,감천문화마을.부산교육역사관,충무동교차로,삼경여객㈜,0,05:40,23:12,11,11,11
5290202200,서구2-2,마을버스,대한수산,부산역,"삼경여객㈜,우성버스(주)",35,06:00,22:08,20-25,20-25,20-25
5290203000,서구3,마을버스,구덕운동장,충무동교차로,㈜세성교통,10,06:00,23:07,44,44,44
5290203100,서구3-1,마을버스,구덕운동장,충무동교차로,㈜세성교통,,06:00,23:20,22,22,22
5290205000,서구5,마을버스,동아대학교(구덕캠퍼스),동대신역,㈜동아버스,15,07:00,22:00,15,15,15
5291202000,수영구2,마을버스,수영강변e편한세상3차,남천자이.코오롱하늘채,(주)광안교통,8,05:50,22:00,11~12,13~14,16
5291202100,수영구2-1,마을버스,센텀시티역,민락수변공원,(주)광안교통,,06:30,21:30,60,60,60
5291301000,연제구1,마을버스,물만골,부산시청,연제,10,06:00,23:15,15,15,15
5291302000,연제구2,마을버스,마하사,대진그린타워,태성,15,06:00,23:15,15,15,15-18
5291303000,연제구3,마을버스,유림아시아드아파트,부산시청,연제,10,06:00,23:15,10,10,10
5291306000,연제구6,마을버스,망미삼성아파트,부산시청,연산,22,06:10,23:10,22,22,22
5291307000,연제구7,마을버스,엘지아파트,부산시청,연산,10,06:00,23:20,10,10,10
5290401000,영도구1,마을버스,홈플러스,유림아파트,영도여객㈜,12,06:00,23:30,12,12,12
5290402000,영도구2,마을버스,체육공원,영선동 반도보라아파트,영도여객㈜,10,06:15,22:45,13-18,15-18,15-18
5290405000,영도구5,마을버스,동삼그린힐아파트,연안부두,㈜대일버스,11,06:00,23:30,15,11,15
5290407000,영도구7,마을버스,청학동시장,동삼그린힐아파트,대일2,25,06:00,22:50,25,25,25
5290101000,중구1,마을버스,충무동교차로,동대신역,㈜부경버스,12,06:00,23:33,10,10,10
5290901000,해운대구1,마을버스,센텀글로리아아파트,동해선재송역,센텀여객,,07:35,16:55,60,60,60
5290910000,해운대구10,마을버스,청사포,해운대역,㈜세성교통(청사포),20,06:30,22:30,20,20-25,20-25
5290902000,해운대구2,마을버스,청사포,해운대역,센텀여객,20,06:30,22:30,15,15,15
5290903000,해운대구3,마을버스,센텀글로리아아파트,수영교차로,"(주)성진,(주)센텀",20,06:20,22:00,20,20,30
5290903100,해운대구3-1,마을버스,센텀글로리아아파트,센텀시티역,센텀,20,06:10,22:30,20,20,30
5290903200,해운대구3-2,마을버스,센텀시티역,센텀피오레a,해운,16,06:10,22:10,16,16,20
5290907000,해운대구7,마을버스,청사포,해운대역,해운,20,06:00,22:20,20-25,20-25,20-25
5200010000,10,일반버스,연제공용차고지,감만현대아파트사거리,국제,7,04:30,22:15,12,12,16
5200100000,100,일반버스,청강리공영차고지,장전역,해동,8,04:50,21:50,15,16,19
5200100100,100-1,일반버스,송정,장전역,해동,8,05:00,22:10,17,19,21
5201001000,1001,급행버스,청강리공영차고지,하단,부일,9-10,04:30,22:00,11,12,12
5201002000,1002,급행버스,용당공영차고지,해운대구문화복합센터,삼신,20,04:50,22:00,17,17,19
5201002F00,1002(심야),심야버스(급행),용당공영차고지,서면,삼신,18,22:30,23:00,15,15,15
5201003000,1003,급행버스,기장교리,부산대학병원,부산,10-11,04:20,22:20,8,11,13
5201003F00,1003(심야),심야버스(급행),기장교리,부산대학병원,부산,10,22:40,23:45,20,20,20
5201004000,1004,급행버스,김해,부산항국제여객터미널,태영,7,04:50,21:40,31,33,37
5201004F00,1004(심야),심야버스(급행),김해,충무동,태영,20,23:20,23:20,-,-,-
5200101000,101,일반버스,태종대,감만현대아파트,신한,10-11,04:45,22:15,8,13,17
5200103000,103,일반버스,연제공용차고지,장림,동원,8,05:00,22:00,8,12,14
5200105000,105,일반버스,사직동,정관,학성,,05:00,21:50,11,17,20
5200106000,106,일반버스,정관,서면,세진,,04:50,21:40,10,15,17
5200107000,107,일반버스,정관,센텀시티역,세진,,05:00,22:25,15,15,18
5200108000,108,일반버스,민락동,엄궁아파트단지,오성,7-8,05:00,22:20,8,12,15
5200109000,109,일반버스,강서공영차고지,구포역,"금진, 태영",,05:00,20:45,36,40,40
5200011000,11,일반버스,다대포,영선동,동진,5-6,05:00,22:00,8,12,15
5200110000,110,일반버스,학장동,장전역,대도,0,04:55,22:50,9,13,18
5200110100,110-1,일반버스,가야벽산APT,부산대,대도,4-5,05:00,23:00,5,8,9
5200111000,111,일반버스,금곡동,부산진시장,삼진,5,05:00,22:10,10,14,17
5200111100,111-1,일반버스,연제공용차고지,금곡동,국제,,05:00,22:00,12,12,15
5200113000,113,일반버스,영도중리,신평공단,신한,7-8,04:45,22:19,6,8,11
5200115000,115,일반버스,연산9동,왕자아파트,삼성,45,05:20,22:40,22,24,40
5200115100,115-1,일반버스,반송,해운대구청,"대진,일신",7,04:40,22:10,5,8,9
5200121000,121,일반버스,금곡동,장전역,삼진,18,05:00,22:15,28,28,28
5200122000,122,일반버스,김해삼계동,하단역,성원,,05:00,21:30,19,23,33
5200123000,123,일반버스,김해구산동,엄궁농산물시장,성원,8,04:30,21:20,13,14,16
5200124000,124,일반버스,강서공영차고지,장림동원로얄듀크,금진,,05:00,21:30,15,17,20
5200126000,126,일반버스,금곡동,충무동,삼진,5,04:30,22:25,9,10,12
5200127000,127,일반버스,김해구산동,동래역,성원,12-15,04:40,21:25,15,17,18
5200128100,128-1,일반버스,강서공영차고지,신라대,금진,8-9,05:00,21:20,9,10,12
5200129100,129-1,일반버스,반송,신라대,대진,6-7,05:00,22:00,6,10,11
5200131000,131,일반버스,금정공영차고지,용호동(오륙도스카이워크),화신,10,04:20,21:00,15,17,21
5200133000,133,일반버스,연제공용차고지,연제공용차고지,한창,6-7,04:45,22:30,12,12,13
5200133100,133-1,일반버스,연제공용차고지,연제공용차고지,한창,,04:40,22:30,10,11,12
5200134000,134,일반버스,용당동,남부민동,창성,7-8,04:50,22:30,10,10,13
5200138000,138,일반버스,장림,용당동,동남,8,04:30,22:15,8,12,15
5200138100,138-1,일반버스,장림,용당동,동남,10,04:30,22:15,13,16,19
5200139000,139,일반버스,기장교리,신해운대역,부산,11-12,05:00,21:30,19,22,22
5200141000,141,일반버스,송정,당감동,해동,10,05:00,22:00,8,11,13
5200141F00,141(심야),심야버스(일반),송정,당감동,해동,20,23:00,23:40,20,20,20
5200144000,144,일반버스,반여3동,장전역,일신,20,05:30,22:40,11,13,15
5200148000,148,일반버스,금정공영차고지,모라주공,삼신,6-7,04:55,21:40,9,10,11
5200015000,15,일반버스,금곡동,충무동,삼진,4,05:00,22:05,7,7,9
5200155000,155,일반버스,서동,용당동,삼화,7-8,04:50,22:10,4,8,10
5200016000,16,일반버스,엄궁,구덕운동장,용화,4-5,04:45,22:30,4,7,9
5200160000,160,일반버스,구포3동,전포동,태진,10,04:50,22:20,11,11,15
5200161000,161,일반버스,강서공영차고지,코레일사상역,영신,5-7,05:00,21:20,9,10,13
5200167000,167,일반버스,개금아파트,동아대병원,"동남,창성",6-7,05:00,22:30,12,12,15
5200168000,168,일반버스,용당동,부산시민공원,창성,,04:45,21:30,14,16,21
5200169000,169,일반버스,당감주공,신만덕,태진,5,04:45,22:30,4,7,8
5200169100,169-1,일반버스,구포3동,서면,태진,5,04:55,22:55,5,7,9
5200017000,17,일반버스,태종대,국제백양아파트,신한,10,04:56,21:40,14,16,20
5200171000,171,일반버스,강서공영차고지,부산역,영신,,05:00,20:40,10,11,15
5200172000,172,일반버스,강서공영차고지,부산항국제여객터미널,영신,,05:00,20:50,11,12,15
5200179000,179,일반버스,회동동,국제백양아파트,삼화,5-6,04:55,23:05,5,7,8
5200180000,180,일반버스,청강리공영차고지,고원3차아파트,부산,60,05:00,22:15,45,50,50
5200181000,181,일반버스,청강리공영차고지,센텀파크,해동,22,05:00,21:50,13,18,19
5200182000,182,일반버스,청강리공영차고지,정관(모전초등학교),부산,,05:00,21:20,28,28,28
5200183000,183,일반버스,청강리공영차고지,부산대,세익,14,05:00,22:20,11,16,19
5200183F00,183(심야),심야버스(일반),청강리공영차고지,부산대,세익,25,22:55,23:35,40,40,40
5200184000,184,일반버스,정관,반여농산물시장,세진,,05:00,22:25,42,46,46
5200185000,185,일반버스,청강리공영차고지,올림픽교차로환승센터,부일,,05:00,21:50,28,30,30
5200186000,186,일반버스,태종대,서부터미널,신한,13,04:55,21:40,22,25,28
5200187000,187,일반버스,반송,대룡마을,대진,,05:00,22:00,40,43,43
5200188000,188,일반버스,정관,안평역,세진,20,04:30,22:00,35,35,41
5200189000,189,일반버스,반송,연산초등학교,대진,11,05:10,22:20,6,10,12
5200189100,189-1,일반버스,반송,연산교차로,대진,8-9,05:00,22:40,9,11,13
5200190000,190,일반버스,한국해양대,남부민동,"신한,유한",10,04:55,21:50,13,18,20
5200002000,2,일반버스,다대포,부산역,동원,5,05:00,22:05,7,11,11
5200002F00,2(심야),심야버스(일반),다대포,부산역,동원,,22:50,24:10,30,30,30
5200020000,20,일반버스,용호동,서면,시민,5,05:00,22:25,5,8,9
5200200000,200,일반버스,청강리공영차고지,구포시장,세익,8-9,04:40,21:50,9,13,15
5202000000,2000,급행버스,하단역,고현(거제),"태영,동남,동원,동진",,06:00,22:30,25,25,25
5200203000,203,좌석버스(산성),산성,온천장역,산성,20,06:00,22:00,15,15,10
5200210000,210,일반버스,연제공용차고지,민락수변공원,국제,8,04:45,22:15,11,13,15
5200022000,22,일반버스,용호동,성북고개,시민,10,05:00,22:35,12,13,16
5200023000,23,일반버스,감만동,부산진우체국(가야1치안센터),신성,4,04:30,22:45,4,6,8
5200024000,24,일반버스,용호동,서면,시민,4-5,05:00,23:00,3,6,6
5200026000,26,일반버스,감만동,송도혜성아파트,신성,7,04:40,22:40,7,8,10
5200027000,27,일반버스,용호동,충무동,시민,5-6,04:40,22:35,7,7,9
5200029000,29,일반버스,금정공영차고지,안창마을,세진,9,04:50,21:20,9,9,12
5200003000,3,일반버스,다대포,신호주거단지,동진,,05:00,21:50,13,14,18
5200030000,30,일반버스,태종대,수산가공선진화단지,신한,5,04:35,23:10,6,10,14
5200300000,300,일반버스,금정공영차고지,구포시장,"삼신,세진,화신",30,05:00,22:50,22,24,24
5203001000,3001,급행버스,다대포,올림픽교차로환승센터,동원,,05:00,20:50,18,20,22
5203002000,3002,급행버스,강서차고지,서면,"태영, 금진",,05:00,21:30,18,21,24
5203003000,3003,급행버스,태종대,김해공항,신한,,05:00,21:30,35,37,45
5203005000,3005,급행버스,강서공영차고지,코레일사상역,태영,,05:00,20:10,39,44,51
5203006000,3006,급행버스,청강리공영차고지,경제자유구역청,"부일,해동",,05:00,21:00,24,24,24
5203007000,3007,급행버스,강서공영차고지,지사과학단지,태영,,05:00,20:30,29,34,39
5203008000,3008,급행버스,기장국민체육센터,동래역,삼신,,05:20,22:00,12,14,16
